CustomerID,OrderID,Date,Full_Name,CustomerCity,CustomerState,ProdNumber,CategoryID,CategoryName,CategoryAbbreviation,ProdName,Category,TotalQuantity,TotalRevenue,TotalPrice
205,1605,11/12/2020,"Georgianna Harrild",Amarillo,Texas,EB516,4,eBooks,EB,"RTF Drones",4,2,32,16
206,2232,24/04/2021,"Buiron Haycock","Sioux Falls","South Dakota",TV801,7,"Training Videos",TV,"Aerial Security",7,5,180,36
206,538,25/04/2020,"Buiron Haycock","Sioux Falls","South Dakota",BP102,1,Blueprints,BP,"Bsquare Robot Blueprint",1,2,16,8
209,447,03/04/2020,"Earvin Askell","New Orleans",Louisiana,TV802,7,"Training Videos",TV,"AI for Educators",7,1,49,49
209,88,20/01/2020,"Earvin Askell","New Orleans",Louisiana,EB521,4,eBooks,EB,"Understanding Artificial Intelligence",4,3,57,19
211,1932,16/02/2021,"Lesli Ormes","Carol Stream",Illinois,EB507,4,eBooks,EB,"Drone Building Essentials",4,4,52,13
211,438,02/04/2020,"Lesli Ormes","Carol Stream",Illinois,RS704,6,Robots,RS,"RLK-9920 Robot",6,5,3495,699
212,1484,15/11/2020,"David De Giovanni",Jacksonville,Florida,EB505,4,eBooks,EB,"Delivery Drones",4,3,42,14
213,2082,24/03/2021,"Isidor Asman",Pasadena,California,DK206,2,"Drone Kits",DK,BYOD-400,2,2,238,119
213,1773,17/01/2021,"Isidor Asman",Pasadena,California,RK605,5,"Robot Kits",RK,BYOR-3000,5,3,642,214
213,1109,27/08/2020,"Isidor Asman",Pasadena,California,TV801,7,"Training Videos",TV,"Aerial Security",7,3,108,36
214,750,07/06/2020,"Ogdon Cainey",Woburn,Massachusetts,EB513,4,eBooks,EB,"Photograph Drones",4,4,56,14
216,135,27/01/2020,"Derry Game",Newark,"New Jersey",EB513,4,eBooks,EB,"Photograph Drones",4,4,56,14
217,1669,25/12/2020,"Angelo Widdup","Saint Paul",Minnesota,TV808,7,"Training Videos",TV,"Robotic Essentials",7,3,102,34
217,1538,26/11/2020,"Angelo Widdup","Saint Paul",Minnesota,DS304,3,Drones,DS,"DTE-QFN20 Drone",3,3,750,250
217,842,30/06/2020,"Angelo Widdup","Saint Paul",Minnesota,RK604,5,"Robot Kits",RK,BYOR-2640S,5,5,945,189
218,1302,05/10/2020,"Abagail Defraine",Orlando,Florida,EB518,4,eBooks,EB,"Single Rotor Drones",4,5,70,14
218,881,08/07/2020,"Abagail Defraine",Orlando,Florida,TV803,7,"Training Videos",TV,"Cloud Computing",7,5,145,29
219,1600,10/12/2020,"Esther Semerad","Salt Lake City",Utah,RK607,5,"Robot Kits",RK,BYOR-4005,5,5,1225,245
221,2336,16/05/2021,"Sheena Steuhlmeyer",Albuquerque,"New Mexico",RK604,5,"Robot Kits",RK,BYOR-2640S,5,5,945,189
221,1953,22/02/2021,"Sheena Steuhlmeyer",Albuquerque,"New Mexico",RS702,6,Robots,RS,"MICR-23K Robot",6,3,2697,899
221,1069,18/08/2020,"Sheena Steuhlmeyer",Albuquerque,"New Mexico",BP108,1,Blueprints,BP,"Panda Robot Blueprint",1,2,14,7
222,953,21/07/2020,"Rosie Primak",Reno,Nevada,RK603,5,"Robot Kits",RK,BYOR-1500,5,3,567,189
223,1506,19/11/2020,"Bryn Gulliford",Waterbury,Connecticut,RS705,6,Robots,RS,"RQTE-554 Robot",6,5,3420,684
225,1652,22/12/2020,"Ben Yitzhok",Albany,"New York",RK603,5,"Robot Kits",RK,BYOR-1500,5,3,567,189
225,607,10/05/2020,"Ben Yitzhok",Albany,"New York",DS307,3,Drones,DS,"MICR-564K Drone",3,6,2994,499
228,981,29/07/2020,"Tina Argontt",Washington,"District of Columbia",TV809,7,"Training Videos",TV,"Understanding 3D Printing",7,4,168,42
229,1516,20/11/2020,"Sibby Fishe","New York City","New York",TV809,7,"Training Videos",TV,"Understanding 3D Printing",7,3,126,42
229,1399,24/10/2020,"Sibby Fishe","New York City","New York",TV802,7,"Training Videos",TV,"AI for Educators",7,2,98,49
229,1187,12/09/2020,"Sibby Fishe","New York City","New York",EB519,4,eBooks,EB,"Spherical Robots",4,3,48,16
230,1698,02/01/2021,"Angelika Purchon",London,Kentucky,DS304,3,Drones,DS,"DTE-QFN20 Drone",3,4,1000,250
231,431,01/04/2020,"Anissa Androsik",Atlanta,Georgia,BP110,1,Blueprints,BP,"Sleepy Eye Blueprint",1,3,33,11
232,1730,09/01/2021,"Tisha Benezeit",Spokane,Washington,EB512,4,eBooks,EB,"Multi Rotor Drones",4,5,120,24
234,2037,13/03/2021,"Kaspar Tipple",Detroit,Michigan,DS302,3,Drones,DS,"DC-304 Drone",3,3,1185,395
234,1781,19/01/2021,"Kaspar Tipple",Detroit,Michigan,DK202,2,"Drone Kits",DK,BYOD-200,2,4,232,58
235,1213,17/09/2020,"Doe O'Luby",Fairbanks,Alaska,RK605,5,"Robot Kits",RK,BYOR-3000,5,2,428,214
236,564,03/05/2020,"Rowland Eldered",Akron,Ohio,BP106,1,Blueprints,BP,"Hexacopter Drone Blueprint",1,2,16,8
237,1181,10/09/2020,"Amitie Alyokhin",Philadelphia,Pennsylvania,DK202,2,"Drone Kits",DK,BYOD-200,2,5,290,58
239,1237,22/09/2020,"Karim Coen",Savannah,Georgia,TV803,7,"Training Videos",TV,"Cloud Computing",7,2,58,29
240,838,28/06/2020,"Corbin Swan","Redwood City",California,RK607,5,"Robot Kits",RK,BYOR-4005,5,4,980,245
240,225,14/02/2020,"Corbin Swan","Redwood City",California,DK207,2,"Drone Kits",DK,BYOD-400S,2,2,258,129
241,1206,16/09/2020,"Sara Gruszka",Chicago,Illinois,BP104,1,Blueprints,BP,"Cat Robot Blueprint",1,5,20,4
242,497,14/04/2020,"Ab Walsh","Winston Salem","North Carolina",DS307,3,Drones,DS,"MICR-564K Drone",3,4,1996,499
243,1998,03/03/2021,"Darci Babber","San Francisco",California,DK205,2,"Drone Kits",DK,BYOD-350,2,2,178,89
244,2033,12/03/2021,"Jobie Pinchen",Birmingham,Alabama,EB503,4,eBooks,EB,"Building Your Own Drone",4,6,144,24
244,1325,10/10/2020,"Jobie Pinchen",Birmingham,Alabama,TV802,7,"Training Videos",TV,"AI for Educators",7,3,147,49
244,874,07/07/2020,"Jobie Pinchen",Birmingham,Alabama,TV812,7,"Training Videos",TV,"Understanding Raspberry PI",7,1,28,28
252,1716,05/01/2021,"Aurelie McGeorge",Joliet,Illinois,EB508,4,eBooks,EB,"Fixed Wing Drones",4,3,45,15
252,403,25/03/2020,"Aurelie McGeorge",Joliet,Illinois,DK202,2,"Drone Kits",DK,BYOD-200,2,4,232,58
254,957,22/07/2020,"Megen Colborn",Canton,Ohio,TV804,7,"Training Videos",TV,"Drone Video Techniques",7,1,37,37
256,133,27/01/2020,"Frasquito Honatsch",Hartford,Connecticut,BP102,1,Blueprints,BP,"Bsquare Robot Blueprint",1,1,8,8
259,2204,19/04/2021,"Daisie Connelly",Washington,"District of Columbia",DS303,3,Drones,DS,"DTD-7000 Drone",3,4,1800,450
259,1613,13/12/2020,"Daisie Connelly",Washington,"District of Columbia",TV812,7,"Training Videos",TV,"Understanding Raspberry PI",7,3,84,28
259,1514,20/11/2020,"Daisie Connelly",Washington,"District of Columbia",BP102,1,Blueprints,BP,"Bsquare Robot Blueprint",1,1,8,8
260,108,23/01/2020,"Charlena Lille",Birmingham,Alabama,TV803,7,"Training Videos",TV,"Cloud Computing",7,2,58,29
262,1940,19/02/2021,"Granny Matevosian","Kansas City",Missouri,RS705,6,Robots,RS,"RQTE-554 Robot",6,3,2052,684
263,1928,16/02/2021,"Mariquilla Stovin",Houston,Texas,DS305,3,Drones,DS,"DTI-84 Drone",3,4,1820,455
263,1742,12/01/2021,"Mariquilla Stovin",Houston,Texas,TV806,7,"Training Videos",TV,"Mapping with Drones",7,4,196,49
265,1863,04/02/2021,"Devlin Nock",Austin,Texas,RS703,6,Robots,RS,"RCB-889 Robot",6,5,2745,549
265,1675,28/12/2020,"Devlin Nock",Austin,Texas,DK201,2,"Drone Kits",DK,BYOD-100,2,2,108,54
265,573,05/05/2020,"Devlin Nock",Austin,Texas,TV806,7,"Training Videos",TV,"Mapping with Drones",7,2,98,49
266,1048,13/08/2020,"Waring Pickering",Alexandria,Louisiana,EB501,4,eBooks,EB,"Articulated Robots",4,2,46,23
267,1570,05/12/2020,"Jeanine Merit",Madison,Wisconsin,DS307,3,Drones,DS,"MICR-564K Drone",3,4,1996,499
267,1223,19/09/2020,"Jeanine Merit",Madison,Wisconsin,DS304,3,Drones,DS,"DTE-QFN20 Drone",3,2,500,250
269,2052,16/03/2021,"Willi Ortiger",Hartford,Connecticut,DS304,3,Drones,DS,"DTE-QFN20 Drone",3,2,500,250
269,1690,31/12/2020,"Willi Ortiger",Hartford,Connecticut,EB506,4,eBooks,EB,"Delta Robots",4,4,64,16
270,11,02/01/2020,"Gayel Mirrlees",Washington,"District of Columbia",RK604,5,"Robot Kits",RK,BYOR-2640S,5,2,378,189
271,2084,24/03/2021,"Beverlee Hards",Beaumont,Texas,RS707,6,Robots,RS,"RXW-9807 Robot",6,4,2396,599
272,1268,28/09/2020,"Hendrika Charlo",Concord,California,TV811,7,"Training Videos",TV,"Understanding Drone Regulations",7,3,81,27
272,1053,15/08/2020,"Hendrika Charlo",Concord,California,TV811,7,"Training Videos",TV,"Understanding Drone Regulations",7,2,54,27
273,2305,10/05/2021,"Olav Wisbey","Carol Stream",Illinois,EB508,4,eBooks,EB,"Fixed Wing Drones",4,1,15,15
273,1994,02/03/2021,"Olav Wisbey","Carol Stream",Illinois,RK606,5,"Robot Kits",RK,BYOR-3535,5,3,675,225
273,1252,25/09/2020,"Olav Wisbey","Carol Stream",Illinois,RK606,5,"Robot Kits",RK,BYOR-3535,5,6,1350,225
274,1023,07/08/2020,"Gennie Kinge",Sacramento,California,RS706,6,Robots,RS,"RWW-75 Robot",6,5,4415,883
274,364,16/03/2020,"Gennie Kinge",Sacramento,California,RS707,6,Robots,RS,"RXW-9807 Robot",6,4,2396,599
275,863,04/07/2020,"Dorthea Mirrlees",Newark,"New Jersey",BP105,1,Blueprints,BP,"Creature Robot Arms Blueprint",1,1,12,12
275,114,23/01/2020,"Dorthea Mirrlees",Newark,"New Jersey",DK206,2,"Drone Kits",DK,BYOD-400,2,4,476,119
279,777,14/06/2020,"Pascale Cubuzzi",Schenectady,"New York",DK205,2,"Drone Kits",DK,BYOD-350,2,2,178,89
279,609,11/05/2020,"Pascale Cubuzzi",Schenectady,"New York",BP105,1,Blueprints,BP,"Creature Robot Arms Blueprint",1,3,36,12
281,325,06/03/2020,"Malvin Ousley","Boynton Beach",Florida,EB513,4,eBooks,EB,"Photograph Drones",4,1,14,14
281,28,05/01/2020,"Malvin Ousley","Boynton Beach",Florida,EB517,4,eBooks,EB,"SCARA Robots",4,4,76,19
282,755,08/06/2020,"Marita Bignall",Sterling,Virginia,EB507,4,eBooks,EB,"Drone Building Essentials",4,5,65,13
283,1201,15/09/2020,"Charmion Le Gassick",Shreveport,Louisiana,TV807,7,"Training Videos",TV,"Open Source Code",7,4,128,32
284,1844,31/01/2021,"Rebbecca Borland",Houston,Texas,TV808,7,"Training Videos",TV,"Robotic Essentials",7,6,204,34
285,1462,09/11/2020,"Rowena McCandless","El Paso",Texas,RK606,5,"Robot Kits",RK,BYOR-3535,5,5,1125,225
285,671,22/05/2020,"Rowena McCandless","El Paso",Texas,EB521,4,eBooks,EB,"Understanding Artificial Intelligence",4,1,19,19
287,1371,19/10/2020,"Elna De Angelo",Honolulu,Hawaii,EB505,4,eBooks,EB,"Delivery Drones",4,4,56,14
287,1225,19/09/2020,"Elna De Angelo",Honolulu,Hawaii,EB504,4,eBooks,EB,"Cartesian Robots",4,2,24,12
287,1101,25/08/2020,"Elna De Angelo",Honolulu,Hawaii,BP108,1,Blueprints,BP,"Panda Robot Blueprint",1,4,28,7
287,4,01/01/2020,"Elna De Angelo",Honolulu,Hawaii,DK203,2,"Drone Kits",DK,BYOD-220,2,1,69,69
288,55,10/01/2020,"Nancey Kelley",Denver,Colorado,TV812,7,"Training Videos",TV,"Understanding Raspberry PI",7,2,56,28
291,2019,07/03/2021,"Kahaleel Prium",Norfolk,Virginia,DK206,2,"Drone Kits",DK,BYOD-400,2,6,714,119
291,1821,26/01/2021,"Kahaleel Prium",Norfolk,Virginia,TV812,7,"Training Videos",TV,"Understanding Raspberry PI",7,3,84,28
291,1751,13/01/2021,"Kahaleel Prium",Norfolk,Virginia,EB506,4,eBooks,EB,"Delta Robots",4,3,48,16
292,2126,02/04/2021,"Paula Olivi",Sacramento,California,DS306,3,Drones,DS,"DX-145 Drone",3,5,1250,250
292,25,05/01/2020,"Paula Olivi",Sacramento,California,EB516,4,eBooks,EB,"RTF Drones",4,5,80,16
293,1975,26/02/2021,"Augustin Loughman",Jamaica,"New York",EB501,4,eBooks,EB,"Articulated Robots",4,5,115,23
293,1459,08/11/2020,"Augustin Loughman",Jamaica,"New York",TV804,7,"Training Videos",TV,"Drone Video Techniques",7,1,37,37
295,1220,18/09/2020,"Red Winning",Springfield,Illinois,EB514,4,eBooks,EB,"Polar Robots",4,4,92,23
295,767,10/06/2020,"Red Winning",Springfield,Illinois,EB511,4,eBooks,EB,"Helicopter Drones",4,3,60,20
296,2144,05/04/2021,"Vassily Fraczek",Tampa,Florida,TV810,7,"Training Videos",TV,"Understanding Automation",7,3,132,44
297,2227,23/04/2021,"Nora Geffcock",Nashville,Tennessee,BP110,1,Blueprints,BP,"Sleepy Eye Blueprint",1,5,55,11
297,1982,28/02/2021,"Nora Geffcock",Nashville,Tennessee,DS305,3,Drones,DS,"DTI-84 Drone",3,6,2730,455
300,1802,24/01/2021,"Katherine Icom",Troy,Michigan,TV810,7,"Training Videos",TV,"Understanding Automation",7,2,88,44
300,1469,10/11/2020,"Katherine Icom",Troy,Michigan,EB516,4,eBooks,EB,"RTF Drones",4,5,80,16
302,1172,09/09/2020,"Lewie Roback",Madison,Wisconsin,EB509,4,eBooks,EB,"GPS Drones",4,3,57,19
302,184,07/02/2020,"Lewie Roback",Madison,Wisconsin,EB504,4,eBooks,EB,"Cartesian Robots",4,4,48,12
303,1435,01/11/2020,"Betsy Soal",Durham,"North Carolina",TV801,7,"Training Videos",TV,"Aerial Security",7,4,144,36
303,455,04/04/2020,"Betsy Soal",Durham,"North Carolina",DK205,2,"Drone Kits",DK,BYOD-350,2,3,267,89
303,121,24/01/2020,"Betsy Soal",Durham,"North Carolina",RK607,5,"Robot Kits",RK,BYOR-4005,5,5,1225,245
304,1568,05/12/2020,"Arron Stannas","El Paso",Texas,DK207,2,"Drone Kits",DK,BYOD-400S,2,2,258,129
305,1074,19/08/2020,"Corny Sowrah",Bronx,"New York",EB512,4,eBooks,EB,"Multi Rotor Drones",4,4,96,24
306,1386,22/10/2020,"Berta Tuttle",Washington,"District of Columbia",EB520,4,eBooks,EB,"Understanding Arduino",4,3,51,17
307,1984,01/03/2021,"Jock Spurett",Columbus,Georgia,TV804,7,"Training Videos",TV,"Drone Video Techniques",7,3,111,37
307,1226,19/09/2020,"Jock Spurett",Columbus,Georgia,TV811,7,"Training Videos",TV,"Understanding Drone Regulations",7,2,54,27
308,1395,23/10/2020,"Babara Abrahamsson",Philadelphia,Pennsylvania,RK603,5,"Robot Kits",RK,BYOR-1500,5,5,945,189
308,1161,07/09/2020,"Babara Abrahamsson",Philadelphia,Pennsylvania,RS707,6,Robots,RS,"RXW-9807 Robot",6,3,1797,599
308,591,08/05/2020,"Babara Abrahamsson",Philadelphia,Pennsylvania,EB509,4,eBooks,EB,"GPS Drones",4,4,76,19
309,2030,11/03/2021,"Hyman Melling",Chicago,Illinois,EB505,4,eBooks,EB,"Delivery Drones",4,3,42,14
310,1414,27/10/2020,"Ardeen Matusevich",Paterson,"New Jersey",EB513,4,eBooks,EB,"Photograph Drones",4,6,84,14
310,856,03/07/2020,"Ardeen Matusevich",Paterson,"New Jersey",TV813,7,"Training Videos",TV,"Virtual Reality Basics",7,3,87,29
310,827,25/06/2020,"Ardeen Matusevich",Paterson,"New Jersey",BP102,1,Blueprints,BP,"Bsquare Robot Blueprint",1,4,32,8
312,1804,24/01/2021,"Timmy Toulch",Phoenix,Arizona,DS305,3,Drones,DS,"DTI-84 Drone",3,4,1820,455
312,1164,08/09/2020,"Timmy Toulch",Phoenix,Arizona,TV807,7,"Training Videos",TV,"Open Source Code",7,3,96,32
312,203,10/02/2020,"Timmy Toulch",Phoenix,Arizona,TV802,7,"Training Videos",TV,"AI for Educators",7,2,98,49
313,1190,13/09/2020,"Nanny Olsson","Las Vegas",Nevada,EB513,4,eBooks,EB,"Photograph Drones",4,5,70,14
314,1118,29/08/2020,"Morgen Meneer","Daytona Beach",Florida,EB511,4,eBooks,EB,"Helicopter Drones",4,1,20,20
314,476,07/04/2020,"Morgen Meneer","Daytona Beach",Florida,EB507,4,eBooks,EB,"Drone Building Essentials",4,3,39,13
316,1271,28/09/2020,"Richie Domoney",Raleigh,"North Carolina",TV804,7,"Training Videos",TV,"Drone Video Techniques",7,2,74,37
319,2131,02/04/2021,"Hartwell Docwra",Denver,Colorado,BP107,1,Blueprints,BP,"Ladybug Robot Blueprint",1,5,60,12
319,1115,28/08/2020,"Hartwell Docwra",Denver,Colorado,DS305,3,Drones,DS,"DTI-84 Drone",3,3,1365,455
319,421,30/03/2020,"Hartwell Docwra",Denver,Colorado,TV806,7,"Training Videos",TV,"Mapping with Drones",7,2,98,49
320,1794,22/01/2021,"Deck Riccardini",Decatur,Illinois,EB512,4,eBooks,EB,"Multi Rotor Drones",4,3,72,24
321,486,10/04/2020,"Vicky Ilyinski","Oklahoma City",Oklahoma,EB511,4,eBooks,EB,"Helicopter Drones",4,4,80,20
321,323,06/03/2020,"Vicky Ilyinski","Oklahoma City",Oklahoma,DK204,2,"Drone Kits",DK,BYOD-300,2,3,267,89
322,1749,13/01/2021,"Cristian Barker","Saint Petersburg",Florida,RK607,5,"Robot Kits",RK,BYOR-4005,5,5,1225,245
323,907,12/07/2020,"Alyda Lucchi",Houston,Texas,DS301,3,Drones,DS,"DA-SA702 Drone",3,2,798,399
324,1530,24/11/2020,"Ken Vasyukov",Lafayette,Indiana,EB506,4,eBooks,EB,"Delta Robots",4,4,64,16
325,741,04/06/2020,"Gonzalo Kitto",Wichita,Kansas,DK202,2,"Drone Kits",DK,BYOD-200,2,6,348,58
326,760,09/06/2020,"Hort Treske",Sacramento,California,RS705,6,Robots,RS,"RQTE-554 Robot",6,6,4104,684
327,803,20/06/2020,"Mersey Shrubsall",Louisville,Kentucky,DK203,2,"Drone Kits",DK,BYOD-220,2,4,276,69
328,2065,19/03/2021,"Cesaro Niland",Toledo,Ohio,TV812,7,"Training Videos",TV,"Understanding Raspberry PI",7,2,56,28
329,2238,25/04/2021,"Jenda Wiley",Huntington,"West Virginia",BP107,1,Blueprints,BP,"Ladybug Robot Blueprint",1,3,36,12
329,1067,17/08/2020,"Jenda Wiley",Huntington,"West Virginia",DK202,2,"Drone Kits",DK,BYOD-200,2,5,290,58
330,644,17/05/2020,"Wat Giacubo",Reno,Nevada,TV804,7,"Training Videos",TV,"Drone Video Techniques",7,5,185,37
331,1674,27/12/2020,"Tiena McGarry",Washington,"District of Columbia",DS306,3,Drones,DS,"DX-145 Drone",3,5,1250,250
331,343,10/03/2020,"Tiena McGarry",Washington,"District of Columbia",RK604,5,"Robot Kits",RK,BYOR-2640S,5,4,756,189
334,2267,02/05/2021,"Flinn Neate",Bakersfield,California,RK605,5,"Robot Kits",RK,BYOR-3000,5,5,1070,214
334,1044,11/08/2020,"Flinn Neate",Bakersfield,California,DS301,3,Drones,DS,"DA-SA702 Drone",3,5,1995,399
334,758,08/06/2020,"Flinn Neate",Bakersfield,California,BP104,1,Blueprints,BP,"Cat Robot Blueprint",1,6,24,4
335,473,07/04/2020,"Clo Illwell",Tacoma,Washington,EB520,4,eBooks,EB,"Understanding Arduino",4,5,85,17
336,2185,15/04/2021,"Jewel Prandoni","El Paso",Texas,DK208,2,"Drone Kits",DK,BYOD-500,2,4,668,167
338,857,03/07/2020,"Silvano Twinterman",Atlanta,Georgia,DK201,2,"Drone Kits",DK,BYOD-100,2,6,324,54
339,2278,04/05/2021,"Chase Watson",Omaha,Nebraska,DK206,2,"Drone Kits",DK,BYOD-400,2,3,357,119
340,608,11/05/2020,"Raimundo Avard",Oakland,California,EB520,4,eBooks,EB,"Understanding Arduino",4,3,51,17
340,263,21/02/2020,"Raimundo Avard",Oakland,California,TV801,7,"Training Videos",TV,"Aerial Security",7,3,108,36
341,1313,08/10/2020,"Misti Vose",Boston,Massachusetts,EB504,4,eBooks,EB,"Cartesian Robots",4,2,24,12
344,2297,07/05/2021,"Roselia Cullip",Seattle,Washington,TV804,7,"Training Videos",TV,"Drone Video Techniques",7,5,185,37
344,2115,30/03/2021,"Roselia Cullip",Seattle,Washington,EB503,4,eBooks,EB,"Building Your Own Drone",4,3,72,24
344,1800,23/01/2021,"Roselia Cullip",Seattle,Washington,EB514,4,eBooks,EB,"Polar Robots",4,3,69,23
344,743,05/06/2020,"Roselia Cullip",Seattle,Washington,RK607,5,"Robot Kits",RK,BYOR-4005,5,6,1470,245
344,537,25/04/2020,"Roselia Cullip",Seattle,Washington,BP101,1,Blueprints,BP,"All Eyes Drone Blueprint",1,4,36,9
345,472,07/04/2020,"Winona Crewe",Anchorage,Alaska,RK602,5,"Robot Kits",RK,BYOR-1000,5,5,945,189
345,132,27/01/2020,"Winona Crewe",Anchorage,Alaska,EB503,4,eBooks,EB,"Building Your Own Drone",4,5,120,24
346,1808,24/01/2021,"Daria Dodge","San Diego",California,RK605,5,"Robot Kits",RK,BYOR-3000,5,4,856,214
347,1842,30/01/2021,"Brady Medeway","San Francisco",California,EB507,4,eBooks,EB,"Drone Building Essentials",4,4,52,13
348,2360,20/05/2021,"Domenic Sinney",Jacksonville,Florida,RK603,5,"Robot Kits",RK,BYOR-1500,5,4,756,189
349,2359,20/05/2021,"Cherilyn Chimenti",Albany,"New York",BP110,1,Blueprints,BP,"Sleepy Eye Blueprint",1,3,33,11
351,1705,03/01/2021,"Vitoria Kirkhouse",Boston,Massachusetts,TV809,7,"Training Videos",TV,"Understanding 3D Printing",7,3,126,42
351,980,29/07/2020,"Vitoria Kirkhouse",Boston,Massachusetts,RS707,6,Robots,RS,"RXW-9807 Robot",6,6,3594,599
354,887,09/07/2020,"Perle Shellshear",Lafayette,Indiana,EB513,4,eBooks,EB,"Photograph Drones",4,4,56,14
354,402,25/03/2020,"Perle Shellshear",Lafayette,Indiana,DS301,3,Drones,DS,"DA-SA702 Drone",3,2,798,399
355,519,20/04/2020,"Cathi Tierney",Washington,"District of Columbia",EB509,4,eBooks,EB,"GPS Drones",4,3,57,19
356,1588,08/12/2020,"Velma Haws",Sacramento,California,DK203,2,"Drone Kits",DK,BYOD-220,2,1,69,69
356,1092,24/08/2020,"Velma Haws",Sacramento,California,RK604,5,"Robot Kits",RK,BYOR-2640S,5,3,567,189
356,414,28/03/2020,"Velma Haws",Sacramento,California,DS306,3,Drones,DS,"DX-145 Drone",3,5,1250,250
357,1334,12/10/2020,"Derril Durran",Macon,Georgia,DS305,3,Drones,DS,"DTI-84 Drone",3,3,1365,455
358,1853,01/02/2021,"Ethelred Cleworth",Columbus,Ohio,DK204,2,"Drone Kits",DK,BYOD-300,2,3,267,89
358,300,01/03/2020,"Ethelred Cleworth",Columbus,Ohio,RK603,5,"Robot Kits",RK,BYOR-1500,5,2,378,189
359,1124,01/09/2020,"Quincey Gowland","Fort Smith",Arkansas,BP106,1,Blueprints,BP,"Hexacopter Drone Blueprint",1,4,32,8
360,2198,18/04/2021,"Thatcher McQuillan","Pompano Beach",Florida,EB514,4,eBooks,EB,"Polar Robots",4,5,115,23
360,1059,16/08/2020,"Thatcher McQuillan","Pompano Beach",Florida,EB517,4,eBooks,EB,"SCARA Robots",4,1,19,19
361,1872,06/02/2021,"Morten Aspray",Minneapolis,Minnesota,TV803,7,"Training Videos",TV,"Cloud Computing",7,2,58,29
361,837,28/06/2020,"Morten Aspray",Minneapolis,Minnesota,BP106,1,Blueprints,BP,"Hexacopter Drone Blueprint",1,3,24,8
362,1299,05/10/2020,"Starr Conochie",Paterson,"New Jersey",DS301,3,Drones,DS,"DA-SA702 Drone",3,4,1596,399
363,294,29/02/2020,"Anselm Broke","Los Angeles",California,EB518,4,eBooks,EB,"Single Rotor Drones",4,1,14,14
366,60,12/01/2020,"Dayna Edgeler",Columbus,Ohio,RK606,5,"Robot Kits",RK,BYOR-3535,5,3,675,225
367,1973,26/02/2021,"Eberto Chantree",Bakersfield,California,DS306,3,Drones,DS,"DX-145 Drone",3,6,1500,250
368,2099,27/03/2021,"Sacha Camlin","Des Moines",Iowa,EB502,4,eBooks,EB,"Building Your First Robot",4,3,72,24
368,1563,04/12/2020,"Sacha Camlin","Des Moines",Iowa,EB506,4,eBooks,EB,"Delta Robots",4,2,32,16
368,1531,24/11/2020,"Sacha Camlin","Des Moines",Iowa,RS702,6,Robots,RS,"MICR-23K Robot",6,2,1798,899
371,49,09/01/2020,"Nelia Tolussi","El Paso",Texas,EB513,4,eBooks,EB,"Photograph Drones",4,5,70,14
372,550,29/04/2020,"Lanni Hyder",Oakland,California,TV806,7,"Training Videos",TV,"Mapping with Drones",7,3,147,49
372,379,20/03/2020,"Lanni Hyder",Oakland,California,EB505,4,eBooks,EB,"Delivery Drones",4,3,42,14
373,1378,20/10/2020,"Marcy Roderick","Saint Louis",Missouri,EB509,4,eBooks,EB,"GPS Drones",4,4,76,19
373,492,12/04/2020,"Marcy Roderick","Saint Louis",Missouri,EB502,4,eBooks,EB,"Building Your First Robot",4,2,48,24
375,1617,13/12/2020,"Darby Doram","Salt Lake City",Utah,EB519,4,eBooks,EB,"Spherical Robots",4,4,64,16
377,1692,31/12/2020,"Gherardo Gerlts",Jamaica,"New York",EB509,4,eBooks,EB,"GPS Drones",4,4,76,19
378,41,07/01/2020,"Hamlen Wimes",Miami,Florida,EB502,4,eBooks,EB,"Building Your First Robot",4,6,144,24
379,1919,15/02/2021,"Alaster Chesnay","Battle Creek",Michigan,TV808,7,"Training Videos",TV,"Robotic Essentials",7,4,136,34
379,1082,22/08/2020,"Alaster Chesnay","Battle Creek",Michigan,DK208,2,"Drone Kits",DK,BYOD-500,2,4,668,167
380,816,23/06/2020,"Renato Wadeling",Lexington,Kentucky,DK208,2,"Drone Kits",DK,BYOD-500,2,3,501,167
380,359,15/03/2020,"Renato Wadeling",Lexington,Kentucky,EB514,4,eBooks,EB,"Polar Robots",4,1,23,23
382,2330,14/05/2021,"Vivian Andretti",Reading,Pennsylvania,BP107,1,Blueprints,BP,"Ladybug Robot Blueprint",1,4,48,12
382,992,31/07/2020,"Vivian Andretti",Reading,Pennsylvania,TV806,7,"Training Videos",TV,"Mapping with Drones",7,2,98,49
385,1839,30/01/2021,"Cathlene Bayless",Charleston,"West Virginia",DK209,2,"Drone Kits",DK,BYOD-550,2,2,358,179
385,469,07/04/2020,"Cathlene Bayless",Charleston,"West Virginia",BP105,1,Blueprints,BP,"Creature Robot Arms Blueprint",1,5,60,12
387,1866,05/02/2021,"Nissie McSperron","Los Angeles",California,DK208,2,"Drone Kits",DK,BYOD-500,2,5,835,167
387,1411,27/10/2020,"Nissie McSperron","Los Angeles",California,RS703,6,Robots,RS,"RCB-889 Robot",6,3,1647,549
389,1956,23/02/2021,"Micheil Woodford",Brooklyn,"New York",EB514,4,eBooks,EB,"Polar Robots",4,4,92,23
391,1245,23/09/2020,"Anitra Colenutt",Cleveland,Ohio,TV803,7,"Training Videos",TV,"Cloud Computing",7,3,87,29
